locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOLPKDDJ_05060	CDS	1266	amiC_2			Aliphatic amidase expression-regulating protein
BOLPKDDJ_05061	gene	1590				
BOLPKDDJ_05061	mRNA	1590				
BOLPKDDJ_05061	CDS	1590				hypothetical protein
BOLPKDDJ_05062	gene	1080				
BOLPKDDJ_05062	mRNA	1080				
BOLPKDDJ_05062	CDS	1080				hypothetical protein
BOLPKDDJ_05063	gene	858	cbiO			
BOLPKDDJ_05063	mRNA	858	cbiO			
BOLPKDDJ_05063	CDS	858	cbiO	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
BOLPKDDJ_05064	gene	699	livF_2			
BOLPKDDJ_05064	mRNA	699	livF_2			
BOLPKDDJ_05064	CDS	699	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BOLPKDDJ_05065	gene	453				
BOLPKDDJ_05065	mRNA	453				
BOLPKDDJ_05065	CDS	453				hypothetical protein
BOLPKDDJ_05066	gene	843	ureD			
BOLPKDDJ_05066	mRNA	843	ureD			
BOLPKDDJ_05066	CDS	843	ureD			Urease accessory protein UreD
BOLPKDDJ_05067	gene	303	ureA			
BOLPKDDJ_05067	mRNA	303	ureA			
BOLPKDDJ_05067	CDS	303	ureA	3.5.1.5		Urease subunit gamma
BOLPKDDJ_05068	gene	519	pitA_3			
BOLPKDDJ_05068	mRNA	519	pitA_3			
BOLPKDDJ_05068	CDS	519	pitA_3	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
BOLPKDDJ_05069	gene	306	ureB			
BOLPKDDJ_05069	mRNA	306	ureB			
BOLPKDDJ_05069	CDS	306	ureB	3.5.1.5		Urease subunit beta
BOLPKDDJ_05070	gene	1701	ureC			
BOLPKDDJ_05070	mRNA	1701	ureC			
BOLPKDDJ_05070	CDS	1701	ureC	3.5.1.5		Urease subunit alpha
BOLPKDDJ_05071	gene	1368				
BOLPKDDJ_05071	mRNA	1368				
BOLPKDDJ_05071	CDS	1368				hypothetical protein
BOLPKDDJ_05072	gene	267	ybiI			
BOLPKDDJ_05072	mRNA	267	ybiI			
BOLPKDDJ_05072	CDS	267	ybiI		COG1734	putative protein YbiI
BOLPKDDJ_05073	gene	615				
BOLPKDDJ_05073	mRNA	615				
BOLPKDDJ_05073	CDS	615				hypothetical protein
BOLPKDDJ_05074	gene	831				
BOLPKDDJ_05074	mRNA	831				
BOLPKDDJ_05074	CDS	831		4.1.1.112	COG2513	Oxaloacetate decarboxylase
BOLPKDDJ_05075	gene	1266	dnaK_2			
BOLPKDDJ_05075	mRNA	1266	dnaK_2			
BOLPKDDJ_05075	CDS	1266	dnaK_2		COG0443	Chaperone protein DnaK
BOLPKDDJ_05076	gene	417				
BOLPKDDJ_05076	mRNA	417				
BOLPKDDJ_05076	CDS	417				hypothetical protein
BOLPKDDJ_05077	gene	297				
BOLPKDDJ_05077	mRNA	297				
BOLPKDDJ_05077	CDS	297				hypothetical protein
BOLPKDDJ_05078	gene	345	osmE			
BOLPKDDJ_05078	mRNA	345	osmE			
BOLPKDDJ_05078	CDS	345	osmE			Osmotically-inducible putative lipoprotein OsmE
BOLPKDDJ_05079	gene	408				
BOLPKDDJ_05079	mRNA	408				
BOLPKDDJ_05079	CDS	408				hypothetical protein
BOLPKDDJ_05080	gene	813				
BOLPKDDJ_05080	mRNA	813				
BOLPKDDJ_05080	CDS	813				hypothetical protein
BOLPKDDJ_05081	gene	2070				
BOLPKDDJ_05081	mRNA	2070				
BOLPKDDJ_05081	CDS	2070				hypothetical protein
BOLPKDDJ_05082	gene	534				
BOLPKDDJ_05082	mRNA	534				
BOLPKDDJ_05082	CDS	534				hypothetical protein
BOLPKDDJ_05083	gene	342				
BOLPKDDJ_05083	mRNA	342				
BOLPKDDJ_05083	CDS	342				hypothetical protein
BOLPKDDJ_05084	gene	768	yedY1			
BOLPKDDJ_05084	mRNA	768	yedY1			
BOLPKDDJ_05084	CDS	768	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BOLPKDDJ_05085	gene	615	yedZ1			
BOLPKDDJ_05085	mRNA	615	yedZ1			
BOLPKDDJ_05085	CDS	615	yedZ1		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BOLPKDDJ_05086	gene	624				
BOLPKDDJ_05086	mRNA	624				
BOLPKDDJ_05086	CDS	624				hypothetical protein
BOLPKDDJ_05087	gene	798	czcR_4			
BOLPKDDJ_05087	mRNA	798	czcR_4			
BOLPKDDJ_05087	CDS	798	czcR_4			Transcriptional activator protein CzcR
BOLPKDDJ_05088	gene	1392	czcS_3			
BOLPKDDJ_05088	mRNA	1392	czcS_3			
BOLPKDDJ_05088	CDS	1392	czcS_3	2.7.13.3		Sensor protein CzcS
BOLPKDDJ_05089	gene	1317	ycaD_2			
BOLPKDDJ_05089	mRNA	1317	ycaD_2			
BOLPKDDJ_05089	CDS	1317	ycaD_2			putative MFS-type transporter YcaD
BOLPKDDJ_05090	gene	1089	desA3			
BOLPKDDJ_05090	mRNA	1089	desA3			
BOLPKDDJ_05090	CDS	1089	desA3	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
BOLPKDDJ_05091	gene	1101				
BOLPKDDJ_05091	mRNA	1101				
BOLPKDDJ_05091	CDS	1101		1.-.-.-	COG1018	NADPH oxidoreductase
BOLPKDDJ_05092	gene	630	fabR_2			
BOLPKDDJ_05092	mRNA	630	fabR_2			
BOLPKDDJ_05092	CDS	630	fabR_2		COG1309	HTH-type transcriptional repressor FabR
BOLPKDDJ_05093	gene	504	ureE			
BOLPKDDJ_05093	mRNA	504	ureE			
BOLPKDDJ_05093	CDS	504	ureE			Urease accessory protein UreE
BOLPKDDJ_05094	gene	672	ureF			
BOLPKDDJ_05094	mRNA	672	ureF			
BOLPKDDJ_05094	CDS	672	ureF		COG0830	Urease accessory protein UreF
BOLPKDDJ_05095	gene	615	ureG			
BOLPKDDJ_05095	mRNA	615	ureG			
BOLPKDDJ_05095	CDS	615	ureG		COG0378	Urease accessory protein UreG
BOLPKDDJ_05096	gene	573				
BOLPKDDJ_05096	mRNA	573				
BOLPKDDJ_05096	CDS	573				hypothetical protein
BOLPKDDJ_05097	gene	1023	fecR_7			
BOLPKDDJ_05097	mRNA	1023	fecR_7			
BOLPKDDJ_05097	CDS	1023	fecR_7		COG3712	Protein FecR
BOLPKDDJ_05098	gene	537	fecI_10			
BOLPKDDJ_05098	mRNA	537	fecI_10			
BOLPKDDJ_05098	CDS	537	fecI_10		COG1595	putative RNA polymerase sigma factor FecI
BOLPKDDJ_05099	gene	2970	btuB_11			
BOLPKDDJ_05099	mRNA	2970	btuB_11			
BOLPKDDJ_05099	CDS	2970	btuB_11			Vitamin B12 transporter BtuB
BOLPKDDJ_05100	gene	1254	nicP_11			
BOLPKDDJ_05100	mRNA	1254	nicP_11			
BOLPKDDJ_05100	CDS	1254	nicP_11			Porin-like protein NicP
BOLPKDDJ_05101	gene	1470	pchA_2			
BOLPKDDJ_05101	mRNA	1470	pchA_2			
BOLPKDDJ_05101	CDS	1470	pchA_2	1.2.1.96		4-hydroxybenzaldehyde dehydrogenase (NADP(+))
BOLPKDDJ_05102	gene	1341	genK			
BOLPKDDJ_05102	mRNA	1341	genK			
BOLPKDDJ_05102	CDS	1341	genK		COG0477	Gentisate transporter
BOLPKDDJ_05103	gene	1587	mdlC			
BOLPKDDJ_05103	mRNA	1587	mdlC			
BOLPKDDJ_05103	CDS	1587	mdlC	4.1.1.7		Benzoylformate decarboxylase
BOLPKDDJ_05104	gene	897	pcpR_7			
BOLPKDDJ_05104	mRNA	897	pcpR_7			
BOLPKDDJ_05104	CDS	897	pcpR_7			PCP degradation transcriptional activation protein
BOLPKDDJ_05105	gene	1335	pcaK_4			
BOLPKDDJ_05105	mRNA	1335	pcaK_4			
BOLPKDDJ_05105	CDS	1335	pcaK_4		COG0477	4-hydroxybenzoate transporter PcaK
BOLPKDDJ_05106	gene	1056	tsaM1			
BOLPKDDJ_05106	mRNA	1056	tsaM1			
BOLPKDDJ_05106	CDS	1056	tsaM1	1.14.14.-		Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
BOLPKDDJ_05107	gene	954	pcpD			
BOLPKDDJ_05107	mRNA	954	pcpD			
BOLPKDDJ_05107	CDS	954	pcpD	1.1.1.404	COG1018	Tetrachlorobenzoquinone reductase
BOLPKDDJ_05108	gene	714	gntR_3			
BOLPKDDJ_05108	mRNA	714	gntR_3			
BOLPKDDJ_05108	CDS	714	gntR_3			putative D-xylose utilization operon transcriptional repressor
BOLPKDDJ_05109	gene	762	isfD			
BOLPKDDJ_05109	mRNA	762	isfD			
BOLPKDDJ_05109	CDS	762	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
BOLPKDDJ_05110	gene	933				
BOLPKDDJ_05110	mRNA	933				
BOLPKDDJ_05110	CDS	933		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
BOLPKDDJ_05111	gene	717	livF_3			
BOLPKDDJ_05111	mRNA	717	livF_3			
BOLPKDDJ_05111	CDS	717	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BOLPKDDJ_05112	gene	873	lptB_3			
BOLPKDDJ_05112	mRNA	873	lptB_3			
BOLPKDDJ_05112	CDS	873	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BOLPKDDJ_05113	gene	1278				
BOLPKDDJ_05113	mRNA	1278				
BOLPKDDJ_05113	CDS	1278				hypothetical protein
BOLPKDDJ_05114	gene	915	livH_2			
BOLPKDDJ_05114	mRNA	915	livH_2			
BOLPKDDJ_05114	CDS	915	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BOLPKDDJ_05115	gene	1125	livJ			
BOLPKDDJ_05115	mRNA	1125	livJ			
BOLPKDDJ_05115	CDS	1125	livJ		COG0683	Leu/Ile/Val-binding protein
BOLPKDDJ_05116	gene	939	gcvA_8			
BOLPKDDJ_05116	mRNA	939	gcvA_8			
BOLPKDDJ_05116	CDS	939	gcvA_8			Glycine cleavage system transcriptional activator
BOLPKDDJ_05117	gene	1626				
BOLPKDDJ_05117	mRNA	1626				
BOLPKDDJ_05117	CDS	1626				hypothetical protein
BOLPKDDJ_05118	gene	696				
BOLPKDDJ_05118	mRNA	696				
BOLPKDDJ_05118	CDS	696				hypothetical protein
BOLPKDDJ_05119	gene	558	nadD_2			
BOLPKDDJ_05119	mRNA	558	nadD_2			
BOLPKDDJ_05119	CDS	558	nadD_2	2.7.7.18		nicotinate-nucleotide adenylyltransferase
BOLPKDDJ_05120	gene	660	pncA			
BOLPKDDJ_05120	mRNA	660	pncA			
BOLPKDDJ_05120	CDS	660	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
BOLPKDDJ_05121	gene	1200	pncB2_2			
BOLPKDDJ_05121	mRNA	1200	pncB2_2			
BOLPKDDJ_05121	CDS	1200	pncB2_2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
BOLPKDDJ_05122	gene	828	nadE_2			
BOLPKDDJ_05122	mRNA	828	nadE_2			
BOLPKDDJ_05122	CDS	828	nadE_2	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
BOLPKDDJ_05123	gene	924				
BOLPKDDJ_05123	mRNA	924				
BOLPKDDJ_05123	CDS	924		2.3.1.43		Phosphatidylcholine-sterol acyltransferase
BOLPKDDJ_05124	gene	447	azu			
BOLPKDDJ_05124	mRNA	447	azu			
BOLPKDDJ_05124	CDS	447	azu		COG3241	Azurin
BOLPKDDJ_05125	gene	588				
BOLPKDDJ_05125	mRNA	588				
BOLPKDDJ_05125	CDS	588		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
BOLPKDDJ_05126	gene	696	nlpD			
BOLPKDDJ_05126	mRNA	696	nlpD			
BOLPKDDJ_05126	CDS	696	nlpD			Murein hydrolase activator NlpD
BOLPKDDJ_05127	gene	852	mscS_2			
BOLPKDDJ_05127	mRNA	852	mscS_2			
BOLPKDDJ_05127	CDS	852	mscS_2		COG0668	Small-conductance mechanosensitive channel
BOLPKDDJ_05128	gene	936				
BOLPKDDJ_05128	mRNA	936				
BOLPKDDJ_05128	CDS	936			COG1305	putative protein
BOLPKDDJ_05129	gene	2493				
BOLPKDDJ_05129	mRNA	2493				
BOLPKDDJ_05129	CDS	2493			COG2307	putative protein
BOLPKDDJ_05130	gene	2244				
BOLPKDDJ_05130	mRNA	2244				
BOLPKDDJ_05130	CDS	2244				hypothetical protein
BOLPKDDJ_05131	gene	1902				
BOLPKDDJ_05131	mRNA	1902				
BOLPKDDJ_05131	CDS	1902				hypothetical protein
BOLPKDDJ_05132	gene	1077	alr			
BOLPKDDJ_05132	mRNA	1077	alr			
BOLPKDDJ_05132	CDS	1077	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
BOLPKDDJ_05133	gene	1395	dnaB			
BOLPKDDJ_05133	mRNA	1395	dnaB			
BOLPKDDJ_05133	CDS	1395	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
BOLPKDDJ_05134	gene	447	rplI			
BOLPKDDJ_05134	mRNA	447	rplI			
BOLPKDDJ_05134	CDS	447	rplI		COG0359	50S ribosomal protein L9
BOLPKDDJ_05135	gene	870				
BOLPKDDJ_05135	mRNA	870				
BOLPKDDJ_05135	CDS	870				hypothetical protein
BOLPKDDJ_05136	gene	231	rpsR			
BOLPKDDJ_05136	mRNA	231	rpsR			
BOLPKDDJ_05136	CDS	231	rpsR		COG0238	30S ribosomal protein S18
BOLPKDDJ_05137	gene	420	rpsF			
BOLPKDDJ_05137	mRNA	420	rpsF			
BOLPKDDJ_05137	CDS	420	rpsF		COG0360	30S ribosomal protein S6
BOLPKDDJ_05138	gene	747	rlmB			
BOLPKDDJ_05138	mRNA	747	rlmB			
BOLPKDDJ_05138	CDS	747	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BOLPKDDJ_05139	gene	2715	rnr			
BOLPKDDJ_05139	mRNA	2715	rnr			
BOLPKDDJ_05139	CDS	2715	rnr	3.1.13.1	COG0557	Ribonuclease R
BOLPKDDJ_05140	gene	87				
BOLPKDDJ_05140	mRNA	87				
BOLPKDDJ_05140	tRNA	87				tRNA-Leu(cag)
BOLPKDDJ_05141	gene	87				
BOLPKDDJ_05141	mRNA	87				
BOLPKDDJ_05141	tRNA	87				tRNA-Leu(cag)
BOLPKDDJ_05142	gene	1293	purA			
BOLPKDDJ_05142	mRNA	1293	purA			
BOLPKDDJ_05142	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
BOLPKDDJ_05143	gene	1185	hisZ			
BOLPKDDJ_05143	mRNA	1185	hisZ			
BOLPKDDJ_05143	CDS	1185	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
BOLPKDDJ_05144	gene	234				
BOLPKDDJ_05144	mRNA	234				
BOLPKDDJ_05144	CDS	234				hypothetical protein
BOLPKDDJ_05145	gene	870	hflC			
BOLPKDDJ_05145	mRNA	870	hflC			
BOLPKDDJ_05145	CDS	870	hflC		COG0330	Modulator of FtsH protease HflC
BOLPKDDJ_05146	gene	1203	hflK			
BOLPKDDJ_05146	mRNA	1203	hflK			
BOLPKDDJ_05146	CDS	1203	hflK		COG0330	Modulator of FtsH protease HflK
BOLPKDDJ_05147	gene	1302	hflX			
BOLPKDDJ_05147	mRNA	1302	hflX			
BOLPKDDJ_05147	CDS	1302	hflX		COG2262	GTPase HflX
BOLPKDDJ_05148	gene	249	hfq			
BOLPKDDJ_05148	mRNA	249	hfq			
BOLPKDDJ_05148	CDS	249	hfq		COG1923	RNA-binding protein Hfq
BOLPKDDJ_05149	gene	972	miaA			
BOLPKDDJ_05149	mRNA	972	miaA			
BOLPKDDJ_05149	CDS	972	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
BOLPKDDJ_05150	gene	1902	mutL			
BOLPKDDJ_05150	mRNA	1902	mutL			
BOLPKDDJ_05150	CDS	1902	mutL			DNA mismatch repair protein MutL
BOLPKDDJ_05151	gene	1428	amiC_3			
BOLPKDDJ_05151	mRNA	1428	amiC_3			
BOLPKDDJ_05151	CDS	1428	amiC_3	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
BOLPKDDJ_05152	gene	468	tsaE			
BOLPKDDJ_05152	mRNA	468	tsaE			
BOLPKDDJ_05152	CDS	468	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
BOLPKDDJ_05153	gene	1509	nnr			
BOLPKDDJ_05153	mRNA	1509	nnr			
BOLPKDDJ_05153	CDS	1509	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
BOLPKDDJ_05154	gene	1086	queG			
BOLPKDDJ_05154	mRNA	1086	queG			
BOLPKDDJ_05154	CDS	1086	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
BOLPKDDJ_05155	gene	543	orn			
BOLPKDDJ_05155	mRNA	543	orn			
BOLPKDDJ_05155	CDS	543	orn	3.1.-.-	COG1949	Oligoribonuclease
BOLPKDDJ_05156	gene	1020	rsgA			
BOLPKDDJ_05156	mRNA	1020	rsgA			
BOLPKDDJ_05156	CDS	1020	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
BOLPKDDJ_05157	gene	1044	motB			
BOLPKDDJ_05157	mRNA	1044	motB			
BOLPKDDJ_05157	CDS	1044	motB		COG1360	Motility protein B
BOLPKDDJ_05158	gene	852	motA			
BOLPKDDJ_05158	mRNA	852	motA			
BOLPKDDJ_05158	CDS	852	motA		COG1291	Motility protein A
BOLPKDDJ_05159	gene	1512				
BOLPKDDJ_05159	mRNA	1512				
BOLPKDDJ_05159	CDS	1512				hypothetical protein
BOLPKDDJ_05160	gene	816	rhdA			
BOLPKDDJ_05160	mRNA	816	rhdA			
BOLPKDDJ_05160	CDS	816	rhdA	2.8.1.1	COG2897	Thiosulfate sulfurtransferase
BOLPKDDJ_05161	gene	870	psd			
BOLPKDDJ_05161	mRNA	870	psd			
BOLPKDDJ_05161	CDS	870	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
BOLPKDDJ_05162	gene	1824	fimW			
BOLPKDDJ_05162	mRNA	1824	fimW			
BOLPKDDJ_05162	CDS	1824	fimW			Cyclic-di-GMP receptor FimW
BOLPKDDJ_05163	gene	2076				
BOLPKDDJ_05163	mRNA	2076				
BOLPKDDJ_05163	CDS	2076				hypothetical protein
BOLPKDDJ_05164	gene	1215	serB2			
BOLPKDDJ_05164	mRNA	1215	serB2			
BOLPKDDJ_05164	CDS	1215	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
BOLPKDDJ_05165	gene	1539				
BOLPKDDJ_05165	mRNA	1539				
BOLPKDDJ_05165	CDS	1539				hypothetical protein
BOLPKDDJ_05166	gene	537	ybcI			
BOLPKDDJ_05166	mRNA	537	ybcI			
BOLPKDDJ_05166	CDS	537	ybcI		COG1988	Inner membrane protein YbcI
BOLPKDDJ_05167	gene	711				
BOLPKDDJ_05167	mRNA	711				
BOLPKDDJ_05167	CDS	711				hypothetical protein
BOLPKDDJ_05168	gene	2265	parC			
BOLPKDDJ_05168	mRNA	2265	parC			
BOLPKDDJ_05168	CDS	2265	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
BOLPKDDJ_05169	gene	486				
BOLPKDDJ_05169	mRNA	486				
BOLPKDDJ_05169	CDS	486				hypothetical protein
BOLPKDDJ_05170	gene	1014				
BOLPKDDJ_05170	mRNA	1014				
BOLPKDDJ_05170	CDS	1014				hypothetical protein
BOLPKDDJ_05171	gene	1890	parE			
BOLPKDDJ_05171	mRNA	1890	parE			
BOLPKDDJ_05171	CDS	1890	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
BOLPKDDJ_05172	gene	621				
BOLPKDDJ_05172	mRNA	621				
BOLPKDDJ_05172	CDS	621				hypothetical protein
BOLPKDDJ_05173	gene	819	cpdA_2			
BOLPKDDJ_05173	mRNA	819	cpdA_2			
BOLPKDDJ_05173	CDS	819	cpdA_2	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BOLPKDDJ_05174	gene	459				
BOLPKDDJ_05174	mRNA	459				
BOLPKDDJ_05174	CDS	459				hypothetical protein
BOLPKDDJ_05175	gene	618	nudF			
BOLPKDDJ_05175	mRNA	618	nudF			
BOLPKDDJ_05175	CDS	618	nudF	3.6.1.13		ADP-ribose pyrophosphatase
BOLPKDDJ_05176	gene	747				
BOLPKDDJ_05176	mRNA	747				
BOLPKDDJ_05176	CDS	747				hypothetical protein
BOLPKDDJ_05177	gene	1884	thiC			
BOLPKDDJ_05177	mRNA	1884	thiC			
BOLPKDDJ_05177	CDS	1884	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
BOLPKDDJ_05178	gene	1449	tolC_4			
BOLPKDDJ_05178	mRNA	1449	tolC_4			
BOLPKDDJ_05178	CDS	1449	tolC_4		COG1538	Outer membrane protein TolC
BOLPKDDJ_05179	gene	705	azoR_2			
BOLPKDDJ_05179	mRNA	705	azoR_2			
BOLPKDDJ_05179	CDS	705	azoR_2	1.7.1.17		FMN-dependent NADH-azoreductase
BOLPKDDJ_05180	gene	1182	aruH			
BOLPKDDJ_05180	mRNA	1182	aruH			
BOLPKDDJ_05180	CDS	1182	aruH	2.6.1.84	COG0436	Arginine--pyruvate transaminase AruH
BOLPKDDJ_05181	gene	1611	aruI_2			
BOLPKDDJ_05181	mRNA	1611	aruI_2			
BOLPKDDJ_05181	CDS	1611	aruI_2	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
BOLPKDDJ_05182	gene	2091	FCS1_2			
BOLPKDDJ_05182	mRNA	2091	FCS1_2			
BOLPKDDJ_05182	CDS	2091	FCS1_2	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
BOLPKDDJ_05183	gene	1161	acdA_2			
BOLPKDDJ_05183	mRNA	1161	acdA_2			
BOLPKDDJ_05183	CDS	1161	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BOLPKDDJ_05184	gene	792				
BOLPKDDJ_05184	mRNA	792				
BOLPKDDJ_05184	CDS	792		4.2.1.150	COG1024	Crotonyl-CoA hydratase
BOLPKDDJ_05185	gene	1413	rocC			
BOLPKDDJ_05185	mRNA	1413	rocC			
BOLPKDDJ_05185	CDS	1413	rocC		COG0833	Amino-acid permease RocC
BOLPKDDJ_05186	gene	2253	rcsC_15			
BOLPKDDJ_05186	mRNA	2253	rcsC_15			
BOLPKDDJ_05186	CDS	2253	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
BOLPKDDJ_05187	gene	777				
BOLPKDDJ_05187	mRNA	777				
BOLPKDDJ_05187	CDS	777				hypothetical protein
BOLPKDDJ_05188	gene	735	arcA_1			
BOLPKDDJ_05188	mRNA	735	arcA_1			
BOLPKDDJ_05188	CDS	735	arcA_1		COG0745	Aerobic respiration control protein ArcA
BOLPKDDJ_05189	gene	648	betI_1			
BOLPKDDJ_05189	mRNA	648	betI_1			
BOLPKDDJ_05189	CDS	648	betI_1			HTH-type transcriptional regulator BetI
BOLPKDDJ_05190	gene	1092				
BOLPKDDJ_05190	mRNA	1092				
BOLPKDDJ_05190	CDS	1092				hypothetical protein
BOLPKDDJ_05191	gene	1947				
BOLPKDDJ_05191	mRNA	1947				
BOLPKDDJ_05191	CDS	1947		1.16.1.-	COG0446	Metal reductase
BOLPKDDJ_05192	gene	600	puuR_2			
BOLPKDDJ_05192	mRNA	600	puuR_2			
BOLPKDDJ_05192	CDS	600	puuR_2			HTH-type transcriptional regulator PuuR
BOLPKDDJ_05193	gene	1278	waaA			
BOLPKDDJ_05193	mRNA	1278	waaA			
BOLPKDDJ_05193	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
BOLPKDDJ_05194	gene	885	yhaJ_4			
BOLPKDDJ_05194	mRNA	885	yhaJ_4			
BOLPKDDJ_05194	CDS	885	yhaJ_4			HTH-type transcriptional regulator YhaJ
BOLPKDDJ_05195	gene	333				
BOLPKDDJ_05195	mRNA	333				
BOLPKDDJ_05195	CDS	333			COG2076	Multidrug transporter
BOLPKDDJ_05196	gene	1176				
BOLPKDDJ_05196	mRNA	1176				
BOLPKDDJ_05196	CDS	1176		1.-.-.-	COG0578	putative FAD-dependent oxidoreductase
BOLPKDDJ_05197	gene	813				
BOLPKDDJ_05197	mRNA	813				
BOLPKDDJ_05197	CDS	813				hypothetical protein
BOLPKDDJ_05198	gene	921				
BOLPKDDJ_05198	mRNA	921				
BOLPKDDJ_05198	CDS	921				hypothetical protein
BOLPKDDJ_05199	gene	1209	bcd			
BOLPKDDJ_05199	mRNA	1209	bcd			
BOLPKDDJ_05199	CDS	1209	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
BOLPKDDJ_05200	gene	1284	acrC_2			
BOLPKDDJ_05200	mRNA	1284	acrC_2			
BOLPKDDJ_05200	CDS	1284	acrC_2	1.3.1.95		Acryloyl-CoA reductase (NADH)
BOLPKDDJ_05201	gene	1425	hldE			
BOLPKDDJ_05201	mRNA	1425	hldE			
BOLPKDDJ_05201	CDS	1425	hldE		COG2870	Bifunctional protein HldE
BOLPKDDJ_05202	gene	1812	msbA			
BOLPKDDJ_05202	mRNA	1812	msbA			
BOLPKDDJ_05202	CDS	1812	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
BOLPKDDJ_05203	gene	651				
BOLPKDDJ_05203	mRNA	651				
BOLPKDDJ_05203	CDS	651				hypothetical protein
BOLPKDDJ_05204	gene	1206				
BOLPKDDJ_05204	mRNA	1206				
BOLPKDDJ_05204	CDS	1206				hypothetical protein
BOLPKDDJ_05205	gene	885				
BOLPKDDJ_05205	mRNA	885				
BOLPKDDJ_05205	CDS	885				hypothetical protein
BOLPKDDJ_05206	gene	957				
BOLPKDDJ_05206	mRNA	957				
BOLPKDDJ_05206	CDS	957				hypothetical protein
BOLPKDDJ_05207	gene	1419				
BOLPKDDJ_05207	mRNA	1419				
BOLPKDDJ_05207	CDS	1419				hypothetical protein
BOLPKDDJ_05208	gene	897				
BOLPKDDJ_05208	mRNA	897				
BOLPKDDJ_05208	CDS	897				hypothetical protein
BOLPKDDJ_05209	gene	1137	mshA_4			
BOLPKDDJ_05209	mRNA	1137	mshA_4			
BOLPKDDJ_05209	CDS	1137	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BOLPKDDJ_05210	gene	1758	tobZ			
BOLPKDDJ_05210	mRNA	1758	tobZ			
BOLPKDDJ_05210	CDS	1758	tobZ	6.1.2.2		nebramycin 5' synthase
BOLPKDDJ_05211	gene	1479				
BOLPKDDJ_05211	mRNA	1479				
BOLPKDDJ_05211	CDS	1479				hypothetical protein
BOLPKDDJ_05212	gene	759	inaA_2			
BOLPKDDJ_05212	mRNA	759	inaA_2			
BOLPKDDJ_05212	CDS	759	inaA_2			Protein InaA
BOLPKDDJ_05213	gene	735	rfaP_1			
BOLPKDDJ_05213	mRNA	735	rfaP_1			
BOLPKDDJ_05213	CDS	735	rfaP_1	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
BOLPKDDJ_05214	gene	807	rfaP_2			
BOLPKDDJ_05214	mRNA	807	rfaP_2			
BOLPKDDJ_05214	CDS	807	rfaP_2	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
BOLPKDDJ_05215	gene	1122	rfaG			
BOLPKDDJ_05215	mRNA	1122	rfaG			
