#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
AJO88239.1	546264.NEIFLAOT_01840	9.46e-204	568.0	COG3943@1|root,COG3943@2|Bacteria,1MWKW@1224|Proteobacteria,2VJ9B@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Virulence protein RhuM family	-	-	-	-	-	-	-	-	-	-	-	-	Virulence_RhuM
AJO88240.1	1028803.GG9_0393	0.0	1825.0	COG0610@1|root,COG0610@2|Bacteria,1MU96@1224|Proteobacteria,1RP2Q@1236|Gammaproteobacteria,1Y7X4@135625|Pasteurellales	135625|Pasteurellales	V	Subunit R is required for both nuclease and ATPase activities, but not for modification	-	-	3.1.21.3	ko:K01153	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	EcoR124_C,HSDR_N,ResIII
AJO88241.1	71421.HI_0219	9.39e-150	421.0	COG3059@1|root,COG3059@2|Bacteria,1R6WS@1224|Proteobacteria,1S0X7@1236|Gammaproteobacteria,1Y7NK@135625|Pasteurellales	135625|Pasteurellales	S	Protein of unknown function, DUF417	-	GO:0000302,GO:0001101,GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006979,GO:0008150,GO:0010035,GO:0016020,GO:0042221,GO:0044464,GO:0050896,GO:0071944,GO:1901530,GO:1901700	-	-	-	-	-	-	-	-	-	-	DUF417
AJO88242.1	1028806.GGE_0050	0.0	1128.0	COG0642@1|root,COG0745@1|root,COG2198@1|root,COG0745@2|Bacteria,COG2198@2|Bacteria,COG2205@2|Bacteria,1NRP8@1224|Proteobacteria	1224|Proteobacteria	T	Histidine kinase	arcB	-	2.7.13.3	ko:K07648	ko02020,ko02026,map02020,map02026	M00456	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA,Hpt,PAS,PAS_4,Response_reg
AJO88243.1	71421.HI_0220.2	1.19e-144	407.0	COG1573@1|root,COG1573@2|Bacteria,1R9XV@1224|Proteobacteria,1S20R@1236|Gammaproteobacteria,1Y8B9@135625|Pasteurellales	135625|Pasteurellales	L	Uracil DNA glycosylase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	UDG
AJO88244.1	71421.HI_0220.1	4.78e-218	601.0	COG0340@1|root,COG1654@1|root,COG0340@2|Bacteria,COG1654@2|Bacteria,1MWCC@1224|Proteobacteria,1RNGC@1236|Gammaproteobacteria,1Y9MH@135625|Pasteurellales	135625|Pasteurellales	F	Protein involved in biotin- acetyl-CoA-carboxylase ligase activity, catalytic activity and protein modification process	birA	-	6.3.4.15	ko:K03524	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_C,BPL_LplA_LipB
AJO88245.1	71421.HI_0221	0.0	917.0	COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,1MUJM@1224|Proteobacteria,1RMT8@1236|Gammaproteobacteria,1Y7EH@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth	guaB	GO:0003674,GO:0003824,GO:0003938,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	CBS,IMPDH
AJO88246.1	71421.HI_0222	0.0	1050.0	COG0518@1|root,COG0519@1|root,COG0518@2|Bacteria,COG0519@2|Bacteria,1MU2A@1224|Proteobacteria,1RP81@1236|Gammaproteobacteria,1Y75J@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the synthesis of GMP from XMP	guaA	GO:0003674,GO:0003824,GO:0003921,GO:0003922,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046037,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase,GMP_synt_C,NAD_synthase
AJO88247.1	71421.HI_0223	9.04e-205	567.0	COG2962@1|root,COG2962@2|Bacteria,1MX5G@1224|Proteobacteria,1S54C@1236|Gammaproteobacteria,1Y8E8@135625|Pasteurellales	135625|Pasteurellales	S	transporter	-	-	-	ko:K05786	-	-	-	-	ko00000,ko02000	2.A.7.7	-	-	EamA
AJO88248.1	71421.HI_0224	2e-101	295.0	COG1522@1|root,COG1522@2|Bacteria,1RD38@1224|Proteobacteria,1S5PF@1236|Gammaproteobacteria,1YA92@135625|Pasteurellales	135625|Pasteurellales	K	Protein involved in sequence-specific DNA binding, sequence-specific DNA binding transcription factor activity and regulation of transcription DNA-dependent	-	GO:0001101,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0042221,GO:0043200,GO:0043565,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901698,GO:1901700,GO:1903506,GO:2000112,GO:2001141	-	ko:K03719	-	-	-	-	ko00000,ko03000,ko03036	-	-	-	AsnC_trans_reg,HTH_24
AJO88249.1	71421.HI_0225	5.34e-269	738.0	COG3004@1|root,COG3004@2|Bacteria,1MW15@1224|Proteobacteria,1RNDE@1236|Gammaproteobacteria,1Y7JR@135625|Pasteurellales	135625|Pasteurellales	P	Na( ) H( ) antiporter that extrudes sodium in exchange for external protons	nhaA	-	-	ko:K03313	-	-	-	-	ko00000,ko02000	2.A.33.1	-	-	Na_H_antiport_1
AJO88250.1	71421.HI_0226	4.86e-297	812.0	COG1114@1|root,COG1114@2|Bacteria,1MVIF@1224|Proteobacteria,1RR3P@1236|Gammaproteobacteria,1Y7PA@135625|Pasteurellales	135625|Pasteurellales	U	Component of the transport system for branched-chain amino acids	brnQ	GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015188,GO:0015190,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015820,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903785,GO:1903825,GO:1905039	-	ko:K03311	-	-	-	-	ko00000	2.A.26	-	-	Branch_AA_trans
AJO88251.1	71421.HI_0227	2.82e-110	317.0	COG2731@1|root,COG2731@2|Bacteria,1RCDU@1224|Proteobacteria,1SAR0@1236|Gammaproteobacteria,1Y8R3@135625|Pasteurellales	135625|Pasteurellales	G	Domain of unknown function (DUF386)	-	-	-	-	-	-	-	-	-	-	-	-	DUF386
AJO88252.1	1028803.GG9_0647	1.31e-27	107.0	COG1442@1|root,COG1442@2|Bacteria	2|Bacteria	M	lipopolysaccharide 3-alpha-galactosyltransferase activity	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_8
AJO88253.1	1028803.GG9_0645	0.0	1340.0	COG1185@1|root,COG1185@2|Bacteria,1MVB9@1224|Proteobacteria,1RNBF@1236|Gammaproteobacteria,1Y70V@135625|Pasteurellales	135625|Pasteurellales	J	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction	pnp	-	2.7.7.8	ko:K00962	ko00230,ko00240,ko03018,map00230,map00240,map03018	M00394	R00437,R00438,R00439,R00440	RC02795	ko00000,ko00001,ko00002,ko01000,ko03016,ko03019	-	-	-	KH_1,PNPase,RNase_PH,RNase_PH_C,S1
AJO88254.1	71421.HI_0230	1.01e-225	622.0	COG4785@1|root,COG4785@2|Bacteria,1N02Y@1224|Proteobacteria,1RP8P@1236|Gammaproteobacteria,1Y6VV@135625|Pasteurellales	135625|Pasteurellales	S	May be involved in cell division	nlpI	-	-	ko:K05803	-	-	-	-	ko00000	-	-	-	TPR_16,TPR_2,TPR_8
AJO88255.1	71421.HI_0231	0.0	1173.0	COG0513@1|root,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,1RMWA@1236|Gammaproteobacteria,1Y72J@135625|Pasteurellales	135625|Pasteurellales	F	DEAD-box RNA helicase involved in various cellular processes at low temperature, including ribosome biogenesis, mRNA degradation and translation initiation	deaD	GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360	3.6.4.13	ko:K05592	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019	-	-	-	DEAD,DbpA,Helicase_C
AJO88256.1	71421.HI_0232	0.0	915.0	COG4623@1|root,COG4623@2|Bacteria,1MWDS@1224|Proteobacteria,1RM8W@1236|Gammaproteobacteria,1Y6YT@135625|Pasteurellales	135625|Pasteurellales	M	Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella	mltF	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	-	ko:K18691	-	-	-	-	ko00000,ko01000,ko01011	-	-	-	SBP_bac_3,SLT
AJO88258.1	1028803.GG9_0639	2.17e-62	191.0	2AUC7@1|root,31K00@2|Bacteria,1QHTM@1224|Proteobacteria,1TFIP@1236|Gammaproteobacteria,1Y951@135625|Pasteurellales	135625|Pasteurellales	S	Family of unknown function (DUF5377)	Z012_03060	-	-	-	-	-	-	-	-	-	-	-	DUF5377
AJO88259.1	71421.HI_0235	2.58e-41	135.0	COG3036@1|root,COG3036@2|Bacteria,1NH0E@1224|Proteobacteria,1SGZX@1236|Gammaproteobacteria,1Y974@135625|Pasteurellales	135625|Pasteurellales	S	Domain of unknown function	Z012_03065	-	-	ko:K09890	-	-	-	-	ko00000,ko03012	-	-	-	DUF331
AJO88260.1	71421.HI_0236	3.71e-76	227.0	COG1393@1|root,COG1393@2|Bacteria,1MZ4Z@1224|Proteobacteria,1S8XH@1236|Gammaproteobacteria,1Y8TV@135625|Pasteurellales	135625|Pasteurellales	P	arsenate reductase	arsC	-	1.20.4.1	ko:K00537	-	-	-	-	ko00000,ko01000	-	-	-	ArsC
AJO88261.1	1028803.GG9_0636	1.36e-227	629.0	COG0628@1|root,COG0628@2|Bacteria,1MW0B@1224|Proteobacteria,1RPVP@1236|Gammaproteobacteria,1Y6SJ@135625|Pasteurellales	135625|Pasteurellales	S	permease	perM	-	-	ko:K03548	-	-	-	-	ko00000,ko02000	2.A.86.1	-	-	AI-2E_transport
AJO88262.1	71421.HI_0239	3.61e-220	608.0	COG0341@1|root,COG0341@2|Bacteria,1MU74@1224|Proteobacteria,1RNTY@1236|Gammaproteobacteria,1Y7II@135625|Pasteurellales	135625|Pasteurellales	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secF	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0033036,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944	-	ko:K03074	ko03060,ko03070,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4,3.A.5.2,3.A.5.7	-	-	SecD_SecF,Sec_GG
AJO88263.1	71421.HI_0240	0.0	1163.0	COG0342@1|root,COG0342@2|Bacteria,1MV5U@1224|Proteobacteria,1RMIQ@1236|Gammaproteobacteria,1Y7GY@135625|Pasteurellales	135625|Pasteurellales	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secD	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0033036,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944	-	ko:K03072	ko03060,ko03070,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4,3.A.5.2,3.A.5.7	-	-	SecD-TM1,SecD_SecF,Sec_GG
AJO88264.1	1028803.GG9_0633	3.78e-58	180.0	COG1862@1|root,COG1862@2|Bacteria,1MZT2@1224|Proteobacteria,1S9NV@1236|Gammaproteobacteria,1Y8V4@135625|Pasteurellales	135625|Pasteurellales	U	Preprotein translocase subunit YajC	yajC	-	-	ko:K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	YajC
AJO88265.1	71421.HI_0242	1.69e-41	136.0	COG0425@1|root,COG0425@2|Bacteria	2|Bacteria	O	sulfur carrier activity	-	GO:0008150,GO:0009987,GO:0019725,GO:0042592,GO:0048878,GO:0055082,GO:0065007,GO:0065008	-	ko:K04085	ko04122,map04122	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	TusA
AJO88266.1	71421.HI_0243	8.44e-118	337.0	COG3945@1|root,COG3945@2|Bacteria,1N0BD@1224|Proteobacteria,1SY8E@1236|Gammaproteobacteria,1Y8JQ@135625|Pasteurellales	135625|Pasteurellales	S	hemerythrin HHE cation-binding domain-containing protein	Z012_09790	-	-	-	-	-	-	-	-	-	-	-	Hemerythrin
AJO88267.1	1028806.GGE_1687	2.41e-290	794.0	COG0343@1|root,COG0343@2|Bacteria,1MUCA@1224|Proteobacteria,1RMY3@1236|Gammaproteobacteria,1Y79E@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	tgt	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0018130,GO:0019438,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046116,GO:0046483,GO:0055086,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.29	ko:K00773	-	-	R03789,R10209	RC00063	ko00000,ko01000,ko03016	-	-	-	TGT
AJO88268.1	71421.HI_0245	4.87e-260	712.0	COG0809@1|root,COG0809@2|Bacteria,1MUH3@1224|Proteobacteria,1RMKW@1236|Gammaproteobacteria,1Y7EQ@135625|Pasteurellales	135625|Pasteurellales	F	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	queA	GO:0002097,GO:0002099,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016853,GO:0018130,GO:0019438,GO:0034404,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046116,GO:0046483,GO:0051075,GO:0055086,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.99.17	ko:K07568	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Queuosine_synth
AJO88269.1	71421.HI_0246	2.97e-95	278.0	COG0641@1|root,COG0641@2|Bacteria,1NPBS@1224|Proteobacteria,1TFKP@1236|Gammaproteobacteria,1Y9B9@135625|Pasteurellales	135625|Pasteurellales	C	radical SAM	-	-	-	-	-	-	-	-	-	-	-	-	-
AJO88270.1	1035839.AFNK01000031_gene1335	0.0	1303.0	COG3468@1|root,COG3468@2|Bacteria	2|Bacteria	MU	cell adhesion	pic	GO:0005575,GO:0005576,GO:0005623,GO:0009986,GO:0044464	3.4.21.72	ko:K01347,ko:K03286,ko:K12684,ko:K19142	-	-	-	-	ko00000,ko01000,ko01002,ko02000,ko02044,ko02048	1.B.12.3,1.B.12.4,1.B.6	-	-	Autotransporter,Collagen,ESPR,OMP_b-brl,OmpA,Peptidase_S6,Pertactin,RAMPs
AJO88271.1	71421.HI_0249	0.0	1860.0	COG0178@1|root,COG0178@2|Bacteria,1MW0W@1224|Proteobacteria,1RMS9@1236|Gammaproteobacteria,1Y6SS@135625|Pasteurellales	135625|Pasteurellales	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate	uvrA	-	-	ko:K03701	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	ABC_tran
AJO88272.1	71421.HI_0250	3.75e-119	340.0	COG0629@1|root,COG0629@2|Bacteria,1RCWT@1224|Proteobacteria,1S3WP@1236|Gammaproteobacteria,1Y7IR@135625|Pasteurellales	135625|Pasteurellales	L	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism	ssb	-	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB
AJO88273.1	71421.HI_0251	4.53e-132	381.0	COG0810@1|root,COG0810@2|Bacteria,1MZHE@1224|Proteobacteria,1SBCG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins	tonB	-	-	ko:K03832	-	-	-	-	ko00000,ko02000	2.C.1.1	-	-	TonB_C,TonB_N
AJO88274.1	71421.HI_0252	1.26e-91	269.0	COG0848@1|root,COG0848@2|Bacteria,1N9DN@1224|Proteobacteria,1SCA0@1236|Gammaproteobacteria,1Y8KK@135625|Pasteurellales	135625|Pasteurellales	U	Biopolymer transport protein	exbD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03559	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	ExbD
AJO88275.1	71421.HI_0253	8.46e-96	280.0	COG0811@1|root,COG0811@2|Bacteria,1RK2P@1224|Proteobacteria,1S8NW@1236|Gammaproteobacteria,1Y8JG@135625|Pasteurellales	135625|Pasteurellales	U	Protein involved in protein transporter activity and transport	exbB	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0017038,GO:0031224,GO:0031226,GO:0033036,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944	-	ko:K03561	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	MotA_ExbB
AJO88276.1	71421.HI_0254	2.82e-110	317.0	COG1225@1|root,COG1225@2|Bacteria,1RD4R@1224|Proteobacteria,1RQ7F@1236|Gammaproteobacteria,1Y8G7@135625|Pasteurellales	135625|Pasteurellales	O	Peroxiredoxin	bcp	-	1.11.1.15	ko:K03564	-	-	-	-	ko00000,ko01000	-	-	-	AhpC-TSA
AJO88277.1	71421.HI_0255	6.41e-205	568.0	COG0329@1|root,COG0329@2|Bacteria,1MUCM@1224|Proteobacteria,1RNH9@1236|Gammaproteobacteria,1Y7WM@135625|Pasteurellales	135625|Pasteurellales	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	dapA	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
AJO88278.1	71421.HI_0256	4.24e-142	402.0	COG3317@1|root,COG3317@2|Bacteria,1MUUK@1224|Proteobacteria,1RN2X@1236|Gammaproteobacteria,1Y7SR@135625|Pasteurellales	135625|Pasteurellales	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	bamC	-	-	ko:K07287	-	-	-	-	ko00000,ko02000	1.B.33.1	-	-	Lipoprotein_18
AJO88279.1	71421.HI_0257	3.19e-66	201.0	COG1544@1|root,COG1544@2|Bacteria,1RD2Y@1224|Proteobacteria,1S6GT@1236|Gammaproteobacteria,1Y8XB@135625|Pasteurellales	135625|Pasteurellales	J	sigma 54 modulation protein ribosomal protein S30EA	raiA	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006417,GO:0006448,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015935,GO:0017148,GO:0019222,GO:0022626,GO:0022627,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0043021,GO:0043022,GO:0043024,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044877,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090,GO:1990904,GO:2000112,GO:2000113	-	ko:K05809	-	-	-	-	ko00000,ko03009	-	-	-	Ribosomal_S30AE
