#query seed_ortholog evalue score eggNOG_OGs max_annot_lvl COG_category Description Preferred_name GOs EC KEGG_ko KEGG_Pathway KEGG_Module KEGG_Reaction KEGG_rclass BRITE KEGG_TC CAZy BiGG_Reaction PFAMs																																																																																																																																																																																																				
AAG07774.1 287.DR97_1564 6.78e-61 187.0 COG0234@1|root	COG0234@2|Bacteria	1MZ2X@1224|Proteobacteria	1S8YR@1236|Gammaproteobacteria	1YGDC@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria O Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter groS GO:0003674	GO:0005488	GO:0005515	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006457	GO:0006458	GO:0006950	GO:0006986	GO:0008150	GO:0009266	GO:0009408	GO:0009628	GO:0009987	GO:0010033	GO:0016032	GO:0016465	GO:0019058	GO:0019068	GO:0032991	GO:0035966	GO:0042221	GO:0042802	GO:0043167	GO:0043169	GO:0044403	GO:0044419	GO:0044424	GO:0044444	GO:0044445	GO:0044464	GO:0046872	GO:0050896	GO:0051082	GO:0051084	GO:0051085	GO:0051087	GO:0051704	GO:0061077	GO:0101031	GO:1990220 - ko:K04078 - - - - ko00000	ko03029	ko03110 - - - Cpn10																																																																																																																																																			
AAG07775.1 287.DR97_1565 1.05e-96 282.0 COG3030@1|root	COG3030@2|Bacteria	1MZJJ@1224|Proteobacteria	1S8XU@1236|Gammaproteobacteria	1YG6B@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S FxsA cytoplasmic membrane protein fxsA GO:0005575	GO:0005623	GO:0005886	GO:0016020	GO:0016021	GO:0031224	GO:0044425	GO:0044464	GO:0071944 - ko:K07113 - - - - ko00000 - - - FxsA																																																																																																																																																																																								
AAG07776.1 287.DR97_1566 2.23e-178 496.0 COG0748@1|root	COG0748@2|Bacteria	1RFVC@1224|Proteobacteria	1S3AV@1236|Gammaproteobacteria	1YCYM@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria P Protein of unknown function (DUF2470) - - - ko:K07226 - - - - ko00000 - - - DUF2470	Putative_PNPOx	Pyrid_oxidase_2																																																																																																																																																																																														
AAG07777.1 287.DR97_1567 3.13e-173 484.0 COG1028@1|root	COG1028@2|Bacteria	1MUBQ@1224|Proteobacteria	1RQJT@1236|Gammaproteobacteria	1YF55@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria IQ KR domain fabG - 1.1.1.100 ko:K00059 ko00061	ko00333	ko00780	ko01040	ko01100	ko01130	ko01212	map00061	map00333	map00780	map01040	map01100	map01130	map01212 M00083	M00572 R04533	R04534	R04536	R04543	R04566	R04953	R04964	R07759	R07763	R10116	R10120	R11671 RC00029	RC00117 ko00000	ko00001	ko00002	ko01000	ko01004 - - - adh_short	adh_short_C2																																																																																																																																																																	
AAG07778.1 287.DR97_1568 8.42e-236 648.0 COG3137@1|root	COG3137@2|Bacteria	1MXHS@1224|Proteobacteria	1RY9P@1236|Gammaproteobacteria	1YEZF@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Protein of unknown function	DUF481 - - - - - - - - - - - - DUF481																																																																																																																																																																																															
AAG07779.1 287.DR97_1569 6.09e-243 666.0 COG3137@1|root	COG3137@2|Bacteria	1N4T4@1224|Proteobacteria	1SAGV@1236|Gammaproteobacteria	1YEUT@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Protein of unknown function	DUF481 - - - - - - - - - - - - DUF481																																																																																																																																																																																															
AAG07780.1 287.DR97_1570 1.1e-89 262.0 COG3695@1|root	COG3695@2|Bacteria	1N7J2@1224|Proteobacteria	1SCIZ@1236|Gammaproteobacteria	1YGFX@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria L 6-O-methylguanine DNA methyltransferase	DNA binding domain ybaZ GO:0003674	GO:0003676	GO:0003677	GO:0003684	GO:0005488	GO:0005515	GO:0019899	GO:0097159	GO:1901363 - ko:K07443 - - - - ko00000 - - - DNA_binding_1																																																																																																																																																																																							
AAG07781.1 287.DR97_1571 0.0 1112.0 COG2211@1|root	COG2211@2|Bacteria	1QTSE@1224|Proteobacteria	1T1FN@1236|Gammaproteobacteria 1236|Gammaproteobacteria G COG0477 Permeases of the major facilitator superfamily ampG - - ko:K08218 ko01501	map01501 M00628 - - ko00000	ko00001	ko00002	ko02000 2.A.1.25 - - Acatn	MFS_1																																																																																																																																																																																												
AAG07782.1 287.DR97_1572 1.96e-189 527.0 COG0668@1|root	COG0668@2|Bacteria	1N596@1224|Proteobacteria	1RQZP@1236|Gammaproteobacteria	1YDI5@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Conserved TM helix mscS - - ko:K03442 - - - - ko00000	ko02000 1.A.23.2 - - MS_channel	TM_helix																																																																																																																																																																																														
AAG07783.1 287.DR97_1573 4.11e-105 304.0 COG1666@1|root	COG1666@2|Bacteria	1RDTF@1224|Proteobacteria	1S3RU@1236|Gammaproteobacteria	1YFT0@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Belongs to the UPF0234 family yajQ GO:0000049	GO:0000166	GO:0001882	GO:0001883	GO:0003674	GO:0003676	GO:0003723	GO:0005488	GO:0005524	GO:0005525	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006950	GO:0006974	GO:0008144	GO:0008150	GO:0009987	GO:0017076	GO:0019001	GO:0030554	GO:0032549	GO:0032550	GO:0032553	GO:0032555	GO:0032559	GO:0032561	GO:0033554	GO:0035639	GO:0036094	GO:0043167	GO:0043168	GO:0044424	GO:0044444	GO:0044464	GO:0050896	GO:0051716	GO:0097159	GO:0097367	GO:1901265	GO:1901363 - ko:K09767 - - - - ko00000 - - - DUF520																																																																																																																																																						
AAG07784.1 287.DR97_1574 1.5e-224 621.0 COG2199@1|root	COG3706@2|Bacteria	1R76U@1224|Proteobacteria	1S15R@1236|Gammaproteobacteria	1YF27@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria T cheY-homologous receiver domain - - - - - - - - - - - - GGDEF	Response_reg																																																																																																																																																																																															
AAG07785.1 287.DR97_1575 4.42e-219 604.0 COG1893@1|root	COG1893@2|Bacteria	1P0AW@1224|Proteobacteria	1RR49@1236|Gammaproteobacteria	1YDCG@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria H Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid panE GO:0000166	GO:0003674	GO:0003824	GO:0005488	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0006082	GO:0006520	GO:0006573	GO:0006575	GO:0006732	GO:0006766	GO:0006767	GO:0006807	GO:0008150	GO:0008152	GO:0008677	GO:0009058	GO:0009081	GO:0009108	GO:0009110	GO:0009987	GO:0015939	GO:0015940	GO:0016053	GO:0016491	GO:0016614	GO:0016616	GO:0019752	GO:0032787	GO:0033317	GO:0034641	GO:0036094	GO:0042364	GO:0042398	GO:0043436	GO:0043603	GO:0043604	GO:0044237	GO:0044238	GO:0044249	GO:0044271	GO:0044281	GO:0044283	GO:0044424	GO:0044464	GO:0046394	GO:0048037	GO:0050661	GO:0050662	GO:0051186	GO:0051188	GO:0055114	GO:0071704	GO:0072330	GO:0097159	GO:1901265	GO:1901363	GO:1901564	GO:1901566	GO:1901576	GO:1901605 1.1.1.169 ko:K00077 ko00770	ko01100	ko01110	map00770	map01100	map01110 M00119 R02472 RC00726 ko00000	ko00001	ko00002	ko01000 - - - ApbA	ApbA_C																																																																																																																								
AAG07786.1 287.DR97_1576 0.0 1331.0 COG5000@1|root	COG5000@2|Bacteria	1NU7E@1224|Proteobacteria	1S01Y@1236|Gammaproteobacteria	1YF77@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria T HAMP (Histidine kinases	Adenylyl cyclases	Methyl binding proteins	Phosphatases) domain - - - - - - - - - - - - HAMP	HATPase_c	HisKA	PAS	PAS_4																																																																																																																																																																																									
AAG07787.1 287.DR97_1577 1.31e-133 379.0 COG2096@1|root	COG2096@2|Bacteria	1RDUF@1224|Proteobacteria	1S40D@1236|Gammaproteobacteria	1YDMB@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Cobalamin adenosyltransferase pduO - 2.5.1.17 ko:K00798 ko00860	ko01100	map00860	map01100 M00122 R01492	R05220	R07268 RC00533 ko00000	ko00001	ko00002	ko01000 - - - Cob_adeno_trans	Haem_degrading																																																																																																																																																																																							
AAG07788.1 287.DR97_1578 3.17e-234 643.0 COG0352@1|root	COG0494@1|root	COG0352@2|Bacteria	COG0494@2|Bacteria	1RCZM@1224|Proteobacteria	1RS3S@1236|Gammaproteobacteria	1YF4Q@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria HL NUDIX domain mutT GO:0000287	GO:0003674	GO:0003824	GO:0005488	GO:0006139	GO:0006259	GO:0006281	GO:0006725	GO:0006807	GO:0006950	GO:0006974	GO:0008150	GO:0008152	GO:0008413	GO:0009987	GO:0016462	GO:0016787	GO:0016817	GO:0016818	GO:0017110	GO:0030145	GO:0033554	GO:0034641	GO:0035539	GO:0043167	GO:0043169	GO:0043170	GO:0044237	GO:0044238	GO:0044260	GO:0044715	GO:0044716	GO:0046483	GO:0046872	GO:0046914	GO:0047429	GO:0050896	GO:0051716	GO:0071704	GO:0090304	GO:1901360 3.6.1.55 ko:K03574 - - - - ko00000	ko01000	ko03400 - - iE2348C_1286.E2348C_0104	iSDY_1059.SDY_0129 NUDIX	NUDIX_4	TMP-TENI																																																																																																																																																	
AAG07789.1 287.DR97_1579 3.44e-152 427.0 COG0625@1|root	COG0625@2|Bacteria	1PHM1@1224|Proteobacteria	1RMVC@1236|Gammaproteobacteria	1YCUX@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria O Glutathione S-transferase - - 2.5.1.18 ko:K00799 ko00480	ko00980	ko00982	ko00983	ko01524	ko05200	ko05204	ko05225	ko05418	map00480	map00980	map00982	map00983	map01524	map05200	map05204	map05225	map05418 - R03522	R07002	R07003	R07004	R07023	R07024	R07025	R07026	R07069	R07070	R07083	R07084	R07091	R07092	R07093	R07094	R07100	R07113	R07116	R08280	R09409	R11905 RC00004	RC00069	RC00840	RC00948	RC01704	RC01705	RC01706	RC01758	RC01759	RC01765	RC01767	RC01769	RC02243	RC02527	RC02939	RC02940	RC02942	RC02943	RC02944 ko00000	ko00001	ko01000	ko02000 1.A.12.2.2	1.A.12.3.2 - - GST_C_2	GST_N	GST_N_3																																																																																																																																		
AAG07790.1 287.DR97_1580 6.45e-284 776.0 COG1364@1|root	COG1364@2|Bacteria	1MU0T@1224|Proteobacteria	1RNVF@1236|Gammaproteobacteria	1YEWX@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria E Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor	and of ornithine by transacetylation between N(2)-acetylornithine and glutamate argJ - 2.3.1.1	2.3.1.35 ko:K00620 ko00220	ko01100	ko01110	ko01130	ko01210	ko01230	map00220	map01100	map01110	map01130	map01210	map01230 M00028 R00259	R02282 RC00004	RC00064 ko00000	ko00001	ko00002	ko01000 - - - ArgJ																																																																																																																																																																														
AAG07791.1 287.DR97_1581 0.0 1785.0 COG0653@1|root	COG0653@2|Bacteria	1MUJZ@1224|Proteobacteria	1RM9M@1236|Gammaproteobacteria	1YEMK@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria U Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane	serving both as a receptor for the preprotein-SecB complex and as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane secA GO:0000166	GO:0002790	GO:0003674	GO:0003824	GO:0005215	GO:0005488	GO:0005515	GO:0005524	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0005886	GO:0005887	GO:0006457	GO:0006605	GO:0006810	GO:0006886	GO:0008104	GO:0008144	GO:0008150	GO:0008320	GO:0008565	GO:0009306	GO:0009987	GO:0015031	GO:0015399	GO:0015405	GO:0015440	GO:0015450	GO:0015462	GO:0015833	GO:0016020	GO:0016021	GO:0016462	GO:0016787	GO:0016817	GO:0016818	GO:0016887	GO:0017076	GO:0017111	GO:0022804	GO:0022857	GO:0022884	GO:0030554	GO:0031224	GO:0031226	GO:0031522	GO:0032553	GO:0032555	GO:0032559	GO:0032940	GO:0032991	GO:0033036	GO:0033220	GO:0034613	GO:0035639	GO:0036094	GO:0042623	GO:0042626	GO:0042802	GO:0042886	GO:0042887	GO:0043167	GO:0043168	GO:0043492	GO:0043952	GO:0044424	GO:0044425	GO:0044444	GO:0044459	GO:0044464	GO:0045184	GO:0046903	GO:0046907	GO:0051179	GO:0051234	GO:0051641	GO:0051649	GO:0055085	GO:0061077	GO:0065002	GO:0070727	GO:0071702	GO:0071705	GO:0071806	GO:0071944	GO:0097159	GO:0097367	GO:1901265	GO:1901363	GO:1904680 - ko:K03070 ko02024	ko03060	ko03070	map02024	map03060	map03070 M00335 - - ko00000	ko00001	ko00002	ko02044 3.A.5.1	3.A.5.10	3.A.5.2	3.A.5.4 - - SEC-C	SecA_DEAD	SecA_PP_bind	SecA_SW																																																																																					
AAG07792.1 287.DR97_1582 7.88e-215 593.0 COG0739@1|root	COG0739@2|Bacteria	1MVTF@1224|Proteobacteria	1RMIR@1236|Gammaproteobacteria	1YFBF@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Peptidase family M23 - - - - - - - - - - - - Peptidase_M23																																																																																																																																																																																																
AAG07793.1 287.DR97_1583 1.37e-83 248.0 COG4701@1|root	COG4701@2|Bacteria	1NHRC@1224|Proteobacteria	1SDJY@1236|Gammaproteobacteria	1YGCK@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Protein of unknown function (DUF721) - - - - - - - - - - - - DUF721																																																																																																																																																																																																
AAG07794.1 287.DR97_1584 9.58e-214 590.0 COG0774@1|root	COG0774@2|Bacteria	1MV6T@1224|Proteobacteria	1RQ72@1236|Gammaproteobacteria	1YE1N@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate	the committed step in lipid A biosynthesis lpxC GO:0003674	GO:0003824	GO:0005488	GO:0005506	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005975	GO:0006629	GO:0006643	GO:0006644	GO:0006664	GO:0006793	GO:0006796	GO:0008150	GO:0008152	GO:0008270	GO:0008610	GO:0008654	GO:0008759	GO:0009058	GO:0009245	GO:0009247	GO:0009311	GO:0009312	GO:0009987	GO:0016051	GO:0016787	GO:0016810	GO:0016811	GO:0019213	GO:0019637	GO:0043167	GO:0043169	GO:0044237	GO:0044238	GO:0044249	GO:0044255	GO:0044424	GO:0044464	GO:0046467	GO:0046493	GO:0046872	GO:0046914	GO:0071704	GO:0090407	GO:1901135	GO:1901137	GO:1901269	GO:1901271	GO:1901576	GO:1903509 3.5.1.108 ko:K02535 ko00540	ko01100	map00540	map01100 M00060 R04587 RC00166	RC00300 ko00000	ko00001	ko00002	ko01000	ko01005 - - iECS88_1305.ECS88_0100 LpxC																																																																																																																																			
AAG07795.1 287.DR97_1585 3.65e-273 748.0 COG0206@1|root	COG0206@2|Bacteria	1MV2X@1224|Proteobacteria	1RPZS@1236|Gammaproteobacteria	1YCSE@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria D Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity ftsZ GO:0000166	GO:0001882	GO:0001883	GO:0003674	GO:0003824	GO:0003924	GO:0005488	GO:0005515	GO:0005525	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0008150	GO:0009987	GO:0016043	GO:0016462	GO:0016787	GO:0016817	GO:0016818	GO:0017076	GO:0017111	GO:0019001	GO:0022607	GO:0032153	GO:0032549	GO:0032550	GO:0032553	GO:0032555	GO:0032561	GO:0034622	GO:0035639	GO:0036094	GO:0042802	GO:0043167	GO:0043168	GO:0043933	GO:0044085	GO:0044424	GO:0044464	GO:0051258	GO:0051301	GO:0065003	GO:0071840	GO:0097159	GO:0097367	GO:1901265	GO:1901363 - ko:K03531 ko04112	map04112 - - - ko00000	ko00001	ko02048	ko03036	ko04812 - - - FtsZ_C	Tubulin																																																																																																																																											
AAG07796.1 287.DR97_1586 2.13e-295 806.0 COG0849@1|root	COG0849@2|Bacteria	1MUSR@1224|Proteobacteria	1RMXY@1236|Gammaproteobacteria	1YE68@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria D Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring ftsA GO:0000166	GO:0003674	GO:0005488	GO:0005515	GO:0005524	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0005886	GO:0008144	GO:0008150	GO:0009898	GO:0009987	GO:0016020	GO:0017076	GO:0030554	GO:0032153	GO:0032553	GO:0032555	GO:0032559	GO:0035639	GO:0036094	GO:0042802	GO:0043167	GO:0043168	GO:0044424	GO:0044425	GO:0044444	GO:0044459	GO:0044464	GO:0051301	GO:0071944	GO:0097159	GO:0097367	GO:0098552	GO:0098562	GO:1901265	GO:1901363 - ko:K03590 ko04112	map04112 - - - ko00000	ko00001	ko03036	ko04812 - - - FtsA	SHS2_FTSA																																																																																																																																																				
AAG07797.1 287.DR97_1587 9.53e-206 569.0 COG1589@1|root	COG1589@2|Bacteria	1N0T7@1224|Proteobacteria	1S9FJ@1236|Gammaproteobacteria	1YEMS@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria D Essential cell division protein. May link together the upstream cell division proteins	which are predominantly cytoplasmic	with the downstream cell division proteins	which are predominantly periplasmic. May control correct divisome assembly ftsQ GO:0000003	GO:0000278	GO:0000281	GO:0000910	GO:0000917	GO:0003674	GO:0005488	GO:0005515	GO:0005575	GO:0005623	GO:0005886	GO:0005887	GO:0007049	GO:0008150	GO:0009987	GO:0016020	GO:0016021	GO:0016043	GO:0019954	GO:0022402	GO:0022414	GO:0022607	GO:0031224	GO:0031226	GO:0032153	GO:0032505	GO:0032506	GO:0042802	GO:0043093	GO:0044085	GO:0044425	GO:0044459	GO:0044464	GO:0051301	GO:0061640	GO:0071840	GO:0071944	GO:0090529	GO:1902410	GO:1903047 - ko:K03589 ko04112	map04112 - - - ko00000	ko00001	ko03036 - - - FtsQ	POTRA_1																																																																																																																																																		
AAG07798.1 287.DR97_1588 8.04e-230 632.0 COG1181@1|root	COG1181@2|Bacteria	1MUTB@1224|Proteobacteria	1RMTM@1236|Gammaproteobacteria	1YFE9@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria F Belongs to the D-alanine--D-alanine ligase family ddl - 6.3.2.4 ko:K01921 ko00473	ko00550	ko01100	ko01502	map00473	map00550	map01100	map01502 - R01150 RC00064	RC00141 ko00000	ko00001	ko01000	ko01011 - - - Dala_Dala_lig_C	Dala_Dala_lig_N																																																																																																																																																																																				
AAG07799.1 287.DR97_1589 0.0 925.0 COG0773@1|root	COG0773@2|Bacteria	1MV68@1224|Proteobacteria	1RN88@1236|Gammaproteobacteria	1YDS2@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Belongs to the MurCDEF family murC GO:0000166	GO:0000270	GO:0000287	GO:0003674	GO:0003824	GO:0005488	GO:0005524	GO:0006022	GO:0006023	GO:0006024	GO:0006807	GO:0008144	GO:0008150	GO:0008152	GO:0008763	GO:0009058	GO:0009059	GO:0009252	GO:0009273	GO:0009987	GO:0016874	GO:0016879	GO:0016881	GO:0017076	GO:0030203	GO:0030554	GO:0032553	GO:0032555	GO:0032559	GO:0034645	GO:0035639	GO:0036094	GO:0042546	GO:0043167	GO:0043168	GO:0043169	GO:0043170	GO:0044036	GO:0044038	GO:0044085	GO:0044237	GO:0044249	GO:0044260	GO:0046872	GO:0070589	GO:0071554	GO:0071704	GO:0071840	GO:0097159	GO:0097367	GO:1901135	GO:1901137	GO:1901265	GO:1901363	GO:1901564	GO:1901566	GO:1901576 6.3.2.8 ko:K01924 ko00471	ko00550	ko01100	map00471	map00550	map01100 - R03193 RC00064	RC00141 ko00000	ko00001	ko01000	ko01011 - - iECP_1309.ECP_0093 Mur_ligase	Mur_ligase_C	Mur_ligase_M																																																																																																																													
AAG07800.1 287.DR97_1590 2.58e-252 692.0 COG0707@1|root	COG0707@2|Bacteria	1MVIB@1224|Proteobacteria	1RMQ3@1236|Gammaproteobacteria	1YEG0@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II) murG GO:0000270	GO:0003674	GO:0003824	GO:0006022	GO:0006023	GO:0006024	GO:0006807	GO:0008150	GO:0008152	GO:0008194	GO:0008375	GO:0009058	GO:0009059	GO:0009252	GO:0009273	GO:0009987	GO:0016740	GO:0016757	GO:0016758	GO:0030203	GO:0034645	GO:0042546	GO:0043170	GO:0044036	GO:0044038	GO:0044085	GO:0044237	GO:0044249	GO:0044260	GO:0050511	GO:0070589	GO:0071554	GO:0071704	GO:0071840	GO:1901135	GO:1901137	GO:1901564	GO:1901566	GO:1901576 2.4.1.227 ko:K02563 ko00550	ko01100	ko01502	ko04112	map00550	map01100	map01502	map04112 - R05032	R05662 RC00005	RC00049 ko00000	ko00001	ko01000	ko01011 - GT28 iSFV_1184.SFV_0083	iSF_1195.SF0087	iSFxv_1172.SFxv_0091	iS_1188.S0089 Glyco_tran_28_C	Glyco_transf_28																																																																																																																																										
AAG07801.1 287.DR97_1591 3.46e-285 779.0 COG0772@1|root	COG0772@2|Bacteria	1MVDB@1224|Proteobacteria	1RMIV@1236|Gammaproteobacteria	1YD4T@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Peptidoglycan polymerase that is essential for cell division ftsW GO:0003674	GO:0005215	GO:0005575	GO:0005623	GO:0005886	GO:0005887	GO:0006810	GO:0008150	GO:0008360	GO:0009987	GO:0015647	GO:0015648	GO:0015835	GO:0015836	GO:0016020	GO:0016021	GO:0022603	GO:0022604	GO:0022857	GO:0022884	GO:0031224	GO:0031226	GO:0032153	GO:0044425	GO:0044459	GO:0044464	GO:0050789	GO:0050793	GO:0050794	GO:0051128	GO:0051179	GO:0051234	GO:0051301	GO:0055085	GO:0065007	GO:0065008	GO:0071702	GO:0071705	GO:0071944	GO:1901264	GO:1901505 - ko:K03588 ko04112	map04112 - - - ko00000	ko00001	ko02000	ko03036 2.A.103.1 - - FTSW_RODA_SPOVE																																																																																																																																																				
AAG07802.1 287.DR97_1592 0.0 865.0 COG0771@1|root	COG0771@2|Bacteria	1MVYD@1224|Proteobacteria	1RP25@1236|Gammaproteobacteria	1YCR4@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA) murD GO:0000270	GO:0003674	GO:0003824	GO:0005488	GO:0005515	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0006022	GO:0006023	GO:0006024	GO:0006807	GO:0008150	GO:0008152	GO:0008764	GO:0009058	GO:0009059	GO:0009252	GO:0009273	GO:0009987	GO:0016874	GO:0016879	GO:0016881	GO:0030203	GO:0034645	GO:0042546	GO:0042802	GO:0043170	GO:0044036	GO:0044038	GO:0044085	GO:0044237	GO:0044249	GO:0044260	GO:0044424	GO:0044464	GO:0070589	GO:0071554	GO:0071704	GO:0071840	GO:1901135	GO:1901137	GO:1901564	GO:1901566	GO:1901576 6.3.2.9 ko:K01925 ko00471	ko00550	ko01100	map00471	map00550	map01100 - R02783 RC00064	RC00141 ko00000	ko00001	ko01000	ko01011 - - iAPECO1_1312.APECO1_1898	iECNA114_1301.ECNA114_0081	iECOK1_1307.ECOK1_0089	iECP_1309.ECP_0090	iECS88_1305.ECS88_0091	iECSF_1327.ECSF_0098	iLF82_1304.LF82_1418	iNRG857_1313.NRG857_00450	iUMN146_1321.UM146_23225	iUTI89_1310.UTI89_C0097 Mur_ligase_C	Mur_ligase_M																																																																																																																																
AAG07803.1 287.DR97_1593 1.96e-253 696.0 COG0472@1|root	COG0472@2|Bacteria	1MUTK@1224|Proteobacteria	1RNIG@1236|Gammaproteobacteria	1YDP6@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan mraY GO:0000270	GO:0003674	GO:0003824	GO:0005575	GO:0006022	GO:0006023	GO:0006024	GO:0006807	GO:0008150	GO:0008152	GO:0008963	GO:0009058	GO:0009059	GO:0009252	GO:0009273	GO:0009987	GO:0016020	GO:0016740	GO:0016772	GO:0016780	GO:0030203	GO:0034645	GO:0042546	GO:0043170	GO:0044036	GO:0044038	GO:0044085	GO:0044237	GO:0044249	GO:0044260	GO:0070589	GO:0071554	GO:0071704	GO:0071840	GO:1901135	GO:1901137	GO:1901564	GO:1901566	GO:1901576 2.7.8.13 ko:K01000 ko00550	ko01100	ko01502	map00550	map01100	map01502 - R05629	R05630 RC00002	RC02753 ko00000	ko00001	ko01000	ko01011 9.B.146 - iEC042_1314.EC042_0088	iECABU_c1320.ECABU_c00920	iECED1_1282.ECED1_0088	iECH74115_1262.ECH74115_0095	iECSP_1301.ECSP_0090	iECs_1301.ECs0091	iG2583_1286.G2583_0091	iSDY_1059.SDY_0117	iZ_1308.Z0097	ic_1306.c0105 Glycos_transf_4	MraY_sig1																																																																																																																																						
